produto;classificao_produto;id_produto;nom_municipio;cod_ibge;uf;regiao;ano;mes;dsc_nivel_comercializacao;valor_produto_kg
SEMENTE DE ARROZ         ;SEMENTES CERATTI GUR;11096;URUGUAIANA-RS                                     ;4322400                       ;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;4,36
SEMENTE DE ARROZ         ;CERTIFICADA IRGA 424;10503;URUGUAIANA-RS                                     ;4322400                       ;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;4,32
SEMENTE DE ARROZ         ;BRS PAMPEIRA        ;13985;LAGOA DA CONFUSÃO-TO                              ;1711902                       ;TO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;4,93
SEMENTE DE ARROZ         ;IRGA, 424, RI       ;12336;LAGOA DA CONFUSÃO-TO                              ;1711902                       ;TO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;4,97
SEMENTE DE ARROZ         ;BRS PAMPEIRA        ;13985;LAGOA DA CONFUSÃO-TO                              ;1711902                       ;TO        ;NORTE          ;2026;2;PREÇO PAGO PELO PRODUTOR                                    ;4,93
SEMENTE DE ARROZ         ;OS902CL             ;15505;LAGOA DA CONFUSÃO-TO                              ;1711902                       ;TO        ;NORTE          ;2026;2;PREÇO PAGO PELO PRODUTOR                                    ;7,0
SEMENTE DE ARROZ         ;BRS 709             ;15504;LAGOA DA CONFUSÃO-TO                              ;1711902                       ;TO        ;NORTE          ;2026;2;PREÇO PAGO PELO PRODUTOR                                    ;7,0
SEMENTE DE ARROZ         ;BRS PAMPEIRA        ;13985;SÃO MATEUS DO MARANHÃO-MA                         ;2111508                       ;MA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;4,8
SEMENTE DE ARROZ         ;BRS A706            ;15140;SÃO MATEUS DO MARANHÃO-MA                         ;2111508                       ;MA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;4,5
SEMENTE DE ARROZ         ;PRECOCE AN CAMBARÁ  ;10200;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;11,29
SEMENTE DE ARROZ         ;CERTIFICADA SUL IRRI;14552;CACHOEIRA DO SUL-RS                               ;4303004                       ;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;4,05
SEMENTE DE ARROZ         ;CERTIFICADA SUL IRRI;11038;CACHOEIRA DO SUL-RS                               ;4303004                       ;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,9
SEMENTE DE ARROZ         ;SEMENTES CERATTI GUR;11096;URUGUAIANA-RS                                     ;4322400                       ;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;4,05
SEMENTE DE ARROZ         ;CERTIFICADA IRGA 424;10503;URUGUAIANA-RS                                     ;4322400                       ;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,98
SEMENTE DE ARROZ         ;OS902CL             ;15505;LAGOA DA CONFUSÃO-TO                              ;1711902                       ;TO        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;7,0
SEMENTE DE ARROZ         ;BRS 709             ;15504;LAGOA DA CONFUSÃO-TO                              ;1711902                       ;TO        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;7,0
SEMENTE DE ARROZ         ;BRS PAMPEIRA        ;13985;LAGOA DA CONFUSÃO-TO                              ;1711902                       ;TO        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;4,93
SEMENTE DE ARROZ BRS A704;NÃO INFORMADO       ;13983;LAGOA DA CONFUSÃO-TO                              ;1711902                       ;TO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;5,03
SEMENTE DE ARROZ BRS A704;NÃO INFORMADO       ;13983;LAGOA DA CONFUSÃO-TO                              ;1711902                       ;TO        ;NORTE          ;2026;2;PREÇO PAGO PELO PRODUTOR                                    ;5,03
SEMENTE DE ARROZ BRS A704;NÃO INFORMADO       ;13983;LAGOA DA CONFUSÃO-TO                              ;1711902                       ;TO        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;5,03
SEMENTE DE AVEIA         ;FISCALIZADA PRETA - ;5243;FLORES DA CUNHA-RS                                ;4308201                       ;RS        ;SUL            ;2025;8;PREÇO PAGO PELO PRODUTOR                                    ;4,51
SEMENTE DE AVEIA         ;PRETO (A)           ;5241;GUARAPUAVA-PR                                     ;4109401                       ;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;4,25
SEMENTE DE AVEIA         ;NÃO INFORMADO       ;5878;PRUDENTÓPOLIS-PR                                  ;4120606                       ;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,08
SEMENTE DE AVEIA         ;PRETO (A)           ;5241;VENÂNCIO AIRES-RS                                 ;4322608                       ;RS        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,88
SEMENTE DE AVEIA         ;BRANCO (A)          ;5240;PASSO FUNDO-RS                                    ;4314100                       ;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;1,25
SEMENTE DE AVEIA         ;FISCALIZADA PRETA - ;5243;CAMPOS NOVOS-SC                                   ;4203600                       ;SC        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;4,21
SEMENTE DE AVEIA         ;NÃO INFORMADO       ;5878;PRUDENTÓPOLIS-PR                                  ;4120606                       ;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,35
SEMENTE DE AVEIA         ;PRETO (A)           ;5241;ILÓPOLIS-RS                                       ;4310306                       ;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;4,0
SEMENTE DE AVEIA         ;BRANCO (A)          ;5240;PASSO FUNDO-RS                                    ;4314100                       ;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;1,15
SEMENTE DE AVEIA         ;FISCALIZADA PRETA - ;5243;CAMPOS NOVOS-SC                                   ;4203600                       ;SC        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;1,9
SEMENTE DE AZEVEM        ;NÃO INFORMADO       ;9503;BENTO GONÇALVES-RS                                ;4302105                       ;RS        ;SUL            ;2025;8;PREÇO PAGO PELO PRODUTOR                                    ;12,0
SEMENTE DE BATATA        ;ORCHESTRA           ;14195;BUENO BRANDÃO-MG                                  ;3109105                       ;MG        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,14
SEMENTE DE BATATA        ;MARQUESA            ;14194;BUENO BRANDÃO-MG                                  ;3109105                       ;MG        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,14
SEMENTE DE BATATA        ;G2                  ;14307;CONTENDA-PR                                       ;4106209                       ;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,14
SEMENTE DE CACAU         ;HÍBRIDA CEPLAC      ;12888;MEDICILÂNDIA-PA                                   ;1504455                       ;PA        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;0,02
SEMENTE DE CANA-DE-ACUCAR;NÃO INFORMADO       ;14744;PIRACICABA-SP                                     ;3538709                       ;SP        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;0,24
SEMENTE DE CARA SAO TOME ;NÃO INFORMADO       ;12692;BONITO-PE                                         ;2602308                       ;PE        ;NORDESTE       ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,13
SEMENTE DE CEBOLA        ;CRIOULA             ;9804;ALFREDO WAGNER-SC                                 ;4200705                       ;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;1159,85
SEMENTE DE FEIJAO        ;CAUPI               ;8792;CORURIPE-AL                                       ;2702306                       ;AL        ;NORDESTE       ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,33
SEMENTE DE FEIJAO        ;POLACO              ;14542;FRANCISCO BELTRÃO-PR                              ;4108403                       ;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;10,14
SEMENTE DE FEIJAO        ;SABIÁ               ;14541;FRANCISCO BELTRÃO-PR                              ;4108403                       ;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;10,14
SEMENTE DE FEIJAO        ;PRETO (A) IPR URUTAU;15164;PRUDENTÓPOLIS-PR                                  ;4120606                       ;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;10,14
SEMENTE DE FEIJAO        ;SALVA               ;12868;PRUDENTÓPOLIS-PR                                  ;4120606                       ;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,18
SEMENTE DE FEIJAO        ;EMBRAPA - EMPRESA BR;13764;CRISTALINA-GO                                     ;5206206                       ;GO        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;12,5
SEMENTE DE FEIJAO        ;CULTIVAR CARIOQUINHA;12820;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;6,94
SEMENTE DE FEIJAO        ;CULTIVAR DAMA       ;12819;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;6,73
SEMENTE DE FEIJAO        ;CULTIVAR PEROLA     ;12818;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;6,83
SEMENTE DE FEIJAO        ;CERTIFICADA IPR CAMP;13678;PONTA GROSSA-PR                                   ;4119905                       ;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;13,5
SEMENTE DE FEIJAO        ;CERTIFICADA IAPAR - ;11536;TAQUARITUBA-SP                                    ;3553807                       ;SP        ;SUDESTE        ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;15,1
SEMENTE DE FEIJAO        ;EMBRAPA - EMPRESA BR;13764;CRISTALINA-GO                                     ;5206206                       ;GO        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;13,0
SEMENTE DE FEIJAO        ;CULTIVAR DAMA       ;12819;UNAÍ-MG                                           ;3170404                       ;MG        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;13,0
SEMENTE DE FEIJAO        ;CULTIVAR CARIOQUINHA;12820;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;7,1
SEMENTE DE FEIJAO        ;CULTIVAR PEROLA     ;12818;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;7,0
SEMENTE DE FEIJAO        ;CULTIVAR DAMA       ;12819;SORRISO-MT                                        ;5107925                       ;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;6,95
SEMENTE DE FEIJAO        ;SABIÁ               ;14541;FRANCISCO BELTRÃO-PR                              ;4108403                       ;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;9,0
