ano_agricola;safra;uf;produto;id_produto;id_levantamento;dsc_levantamento;area_plantada_mil_ha;producao_mil_t;produtividade_mil_ha_mil_t
2022/23             ;UNICA          ;MG;ALGODAO EM PLUMA                        ;4586; 001;1º LEV              ;29.4;46.7;1.6
2022/23             ;UNICA          ;MG;ALGODAO EM PLUMA                        ;4586; 002;2º LEV              ;29.4;47.7;1.6
2022/23             ;UNICA          ;MG;ALGODAO EM PLUMA                        ;4586; 003;3º LEV              ;29.4;47.7;1.6
2022/23             ;UNICA          ;MG;ALGODAO EM PLUMA                        ;4586; 004;4º LEV              ;31.8;51.6;1.6
2022/23             ;UNICA          ;MG;ALGODAO EM PLUMA                        ;4586; 005;5º LEV              ;31.8;56.4;1.8
2022/23             ;UNICA          ;MG;ALGODAO EM PLUMA                        ;4586; 006;6º LEV              ;27.2;48.3;1.8
2022/23             ;UNICA          ;MG;ALGODAO EM PLUMA                        ;4586; 007;7º LEV              ;27.2;48.3;1.8
2022/23             ;UNICA          ;MG;ALGODAO EM PLUMA                        ;4586; 008;8º LEV              ;27.2;48.3;1.8
2022/23             ;UNICA          ;MG;ALGODAO EM PLUMA                        ;4586; 009;9º LEV              ;27.2;45.8;1.7
2022/23             ;UNICA          ;MS;ALGODAO EM PLUMA                        ;4586; 010;10º LEV             ;29.6;58.2;2
2022/23             ;UNICA          ;MS;ALGODAO EM PLUMA                        ;4586; 011;11º LEV             ;29.6;57.6;1.9
2022/23             ;UNICA          ;MS;ALGODAO EM PLUMA                        ;4586; 012;12º LEV             ;29.6;57.8;2
2022/23             ;UNICA          ;MS;ALGODAO EM PLUMA                        ;4586; 001;1º LEV              ;25.9;51.3;2
2022/23             ;UNICA          ;MS;ALGODAO EM PLUMA                        ;4586; 002;2º LEV              ;29.3;58.6;2
2022/23             ;UNICA          ;MS;ALGODAO EM PLUMA                        ;4586; 003;3º LEV              ;29.3;58.6;2
2022/23             ;UNICA          ;MS;ALGODAO EM PLUMA                        ;4586; 004;4º LEV              ;29.3;58.6;2
2022/23             ;UNICA          ;MS;ALGODAO EM PLUMA                        ;4586; 005;5º LEV              ;29.3;59.2;2
2022/23             ;UNICA          ;MS;ALGODAO EM PLUMA                        ;4586; 006;6º LEV              ;29.2;59;2
2022/23             ;UNICA          ;MS;ALGODAO EM PLUMA                        ;4586; 007;7º LEV              ;29.2;58.2;2
2022/23             ;UNICA          ;MS;ALGODAO EM PLUMA                        ;4586; 008;8º LEV              ;29.7;59.2;2
2022/23             ;UNICA          ;MS;ALGODAO EM PLUMA                        ;4586; 009;9º LEV              ;29.6;58.6;2
2022/23             ;UNICA          ;MT;ALGODAO EM PLUMA                        ;4586; 010;10º LEV             ;1185.7;2124.3;1.8
2022/23             ;UNICA          ;MT;ALGODAO EM PLUMA                        ;4586; 011;11º LEV             ;1185.7;2145.8;1.8
2022/23             ;UNICA          ;MT;ALGODAO EM PLUMA                        ;4586; 012;12º LEV             ;1190.3;2248.1;1.9
2022/23             ;UNICA          ;MT;ALGODAO EM PLUMA                        ;4586; 001;1º LEV              ;1168.6;2079.9;1.8
2022/23             ;UNICA          ;MT;ALGODAO EM PLUMA                        ;4586; 002;2º LEV              ;1170.9;2099.2;1.8
2022/23             ;UNICA          ;MT;ALGODAO EM PLUMA                        ;4586; 003;3º LEV              ;1170.9;2099.2;1.8
2022/23             ;UNICA          ;MT;ALGODAO EM PLUMA                        ;4586; 004;4º LEV              ;1172;2101.2;1.8
2022/23             ;UNICA          ;MT;ALGODAO EM PLUMA                        ;4586; 005;5º LEV              ;1198.2;2148.2;1.8
2022/23             ;UNICA          ;MT;ALGODAO EM PLUMA                        ;4586; 006;6º LEV              ;1192.5;1901.6;1.6
2022/23             ;UNICA          ;MT;ALGODAO EM PLUMA                        ;4586; 007;7º LEV              ;1161.8;1854;1.6
2022/23             ;UNICA          ;MT;ALGODAO EM PLUMA                        ;4586; 008;8º LEV              ;1219;2017.2;1.7
2022/23             ;UNICA          ;MT;ALGODAO EM PLUMA                        ;4586; 009;9º LEV              ;1161.8;2097.8;1.8
2022/23             ;UNICA          ;PA;ALGODAO EM PLUMA                        ;4586; 010;10º LEV             ;0;0;0
2022/23             ;UNICA          ;PA;ALGODAO EM PLUMA                        ;4586; 011;11º LEV             ;0;0;0
2022/23             ;UNICA          ;PA;ALGODAO EM PLUMA                        ;4586; 012;12º LEV             ;0;0;0
2022/23             ;UNICA          ;PA;ALGODAO EM PLUMA                        ;4586; 001;1º LEV              ;0;0;0
2022/23             ;UNICA          ;PA;ALGODAO EM PLUMA                        ;4586; 002;2º LEV              ;0;0;0
2022/23             ;UNICA          ;PA;ALGODAO EM PLUMA                        ;4586; 003;3º LEV              ;0;0;0
2022/23             ;UNICA          ;PA;ALGODAO EM PLUMA                        ;4586; 004;4º LEV              ;0;0;0
2022/23             ;UNICA          ;PA;ALGODAO EM PLUMA                        ;4586; 005;5º LEV              ;0;0;0
2022/23             ;UNICA          ;PA;ALGODAO EM PLUMA                        ;4586; 006;6º LEV              ;0;0;0
2022/23             ;UNICA          ;PA;ALGODAO EM PLUMA                        ;4586; 007;7º LEV              ;0;0;0
2022/23             ;UNICA          ;PA;ALGODAO EM PLUMA                        ;4586; 008;8º LEV              ;0;0;0
2022/23             ;UNICA          ;PA;ALGODAO EM PLUMA                        ;4586; 009;9º LEV              ;0;0;0
2022/23             ;UNICA          ;PB;ALGODAO EM PLUMA                        ;4586; 010;10º LEV             ;0.9;0.3;0.3
2022/23             ;UNICA          ;PB;ALGODAO EM PLUMA                        ;4586; 011;11º LEV             ;0.7;0.3;0.4
2022/23             ;UNICA          ;PB;ALGODAO EM PLUMA                        ;4586; 012;12º LEV             ;0.7;0.3;0.4
2022/23             ;UNICA          ;PB;ALGODAO EM PLUMA                        ;4586; 001;1º LEV              ;1.2;0.5;0.4
2022/23             ;UNICA          ;PB;ALGODAO EM PLUMA                        ;4586; 002;2º LEV              ;1.2;0.5;0.4
2022/23             ;UNICA          ;PB;ALGODAO EM PLUMA                        ;4586; 003;3º LEV              ;1.2;0.5;0.4
2022/23             ;UNICA          ;PB;ALGODAO EM PLUMA                        ;4586; 004;4º LEV              ;1.2;0.5;0.4
2022/23             ;UNICA          ;PB;ALGODAO EM PLUMA                        ;4586; 005;5º LEV              ;1.4;0.5;0.4
2022/23             ;UNICA          ;PB;ALGODAO EM PLUMA                        ;4586; 006;6º LEV              ;1.4;0.5;0.4
2022/23             ;UNICA          ;PB;ALGODAO EM PLUMA                        ;4586; 007;7º LEV              ;0.9;0.3;0.3
2022/23             ;UNICA          ;PB;ALGODAO EM PLUMA                        ;4586; 008;8º LEV              ;0.8;0.3;0.4
2022/23             ;UNICA          ;PB;ALGODAO EM PLUMA                        ;4586; 009;9º LEV              ;0.9;0.3;0.3
2022/23             ;UNICA          ;PE;ALGODAO EM PLUMA                        ;4586; 010;10º LEV             ;0;0;0
2022/23             ;UNICA          ;PE;ALGODAO EM PLUMA                        ;4586; 011;11º LEV             ;0;0;0
2022/23             ;UNICA          ;PE;ALGODAO EM PLUMA                        ;4586; 012;12º LEV             ;0;0;0
2022/23             ;UNICA          ;PE;ALGODAO EM PLUMA                        ;4586; 001;1º LEV              ;0;0;0
2022/23             ;UNICA          ;PE;ALGODAO EM PLUMA                        ;4586; 002;2º LEV              ;0;0;0
2022/23             ;UNICA          ;PE;ALGODAO EM PLUMA                        ;4586; 003;3º LEV              ;0;0;0
2022/23             ;UNICA          ;PE;ALGODAO EM PLUMA                        ;4586; 004;4º LEV              ;0;0;0
2022/23             ;UNICA          ;PE;ALGODAO EM PLUMA                        ;4586; 005;5º LEV              ;0;0;0
2022/23             ;UNICA          ;PE;ALGODAO EM PLUMA                        ;4586; 006;6º LEV              ;0;0;0
2022/23             ;UNICA          ;PE;ALGODAO EM PLUMA                        ;4586; 007;7º LEV              ;0;0;0
2022/23             ;UNICA          ;PE;ALGODAO EM PLUMA                        ;4586; 008;8º LEV              ;0;0;0
2022/23             ;UNICA          ;PE;ALGODAO EM PLUMA                        ;4586; 009;9º LEV              ;0;0;0
2022/23             ;UNICA          ;PI;ALGODAO EM PLUMA                        ;4586; 010;10º LEV             ;16.5;28;1.7
2022/23             ;UNICA          ;PI;ALGODAO EM PLUMA                        ;4586; 011;11º LEV             ;16.4;28.3;1.7
2022/23             ;UNICA          ;PI;ALGODAO EM PLUMA                        ;4586; 012;12º LEV             ;16.4;28.3;1.7
2022/23             ;UNICA          ;PI;ALGODAO EM PLUMA                        ;4586; 001;1º LEV              ;15.6;26.2;1.7
2022/23             ;UNICA          ;PI;ALGODAO EM PLUMA                        ;4586; 002;2º LEV              ;18.1;29;1.6
2022/23             ;UNICA          ;PI;ALGODAO EM PLUMA                        ;4586; 003;3º LEV              ;15.1;24.2;1.6
2022/23             ;UNICA          ;PI;ALGODAO EM PLUMA                        ;4586; 004;4º LEV              ;15.1;24.2;1.6
2022/23             ;UNICA          ;PI;ALGODAO EM PLUMA                        ;4586; 005;5º LEV              ;15.1;25.6;1.7
2022/23             ;UNICA          ;PI;ALGODAO EM PLUMA                        ;4586; 006;6º LEV              ;15.1;25.6;1.7
2022/23             ;UNICA          ;PI;ALGODAO EM PLUMA                        ;4586; 007;7º LEV              ;15.1;25.6;1.7
2022/23             ;UNICA          ;PI;ALGODAO EM PLUMA                        ;4586; 008;8º LEV              ;16.2;27.5;1.7
2022/23             ;UNICA          ;PI;ALGODAO EM PLUMA                        ;4586; 009;9º LEV              ;16.2;27.5;1.7
2022/23             ;UNICA          ;PR;ALGODAO EM PLUMA                        ;4586; 010;10º LEV             ;1.4;1.7;1.2
2022/23             ;UNICA          ;PR;ALGODAO EM PLUMA                        ;4586; 011;11º LEV             ;1.5;1.9;1.3
2022/23             ;UNICA          ;PR;ALGODAO EM PLUMA                        ;4586; 012;12º LEV             ;1.5;1.9;1.3
2022/23             ;UNICA          ;PR;ALGODAO EM PLUMA                        ;4586; 001;1º LEV              ;1.2;1.4;1.2
2022/23             ;UNICA          ;PR;ALGODAO EM PLUMA                        ;4586; 002;2º LEV              ;1.6;2;1.2
2022/23             ;UNICA          ;PR;ALGODAO EM PLUMA                        ;4586; 003;3º LEV              ;1.6;2;1.2
2022/23             ;UNICA          ;PR;ALGODAO EM PLUMA                        ;4586; 004;4º LEV              ;1.6;2;1.2
2022/23             ;UNICA          ;PR;ALGODAO EM PLUMA                        ;4586; 005;5º LEV              ;1.6;2;1.2
2022/23             ;UNICA          ;PR;ALGODAO EM PLUMA                        ;4586; 006;6º LEV              ;1.6;2;1.2
2022/23             ;UNICA          ;PR;ALGODAO EM PLUMA                        ;4586; 007;7º LEV              ;1.6;2;1.2
2022/23             ;UNICA          ;PR;ALGODAO EM PLUMA                        ;4586; 008;8º LEV              ;1.6;2;1.2
2022/23             ;UNICA          ;PR;ALGODAO EM PLUMA                        ;4586; 009;9º LEV              ;1.4;1.7;1.2
2022/23             ;UNICA          ;RJ;ALGODAO EM PLUMA                        ;4586; 010;10º LEV             ;0;0;0
2022/23             ;UNICA          ;RJ;ALGODAO EM PLUMA                        ;4586; 011;11º LEV             ;0;0;0
2022/23             ;UNICA          ;RJ;ALGODAO EM PLUMA                        ;4586; 012;12º LEV             ;0;0;0
2022/23             ;UNICA          ;RJ;ALGODAO EM PLUMA                        ;4586; 001;1º LEV              ;0;0;0
2022/23             ;UNICA          ;RJ;ALGODAO EM PLUMA                        ;4586; 002;2º LEV              ;0;0;0
2022/23             ;UNICA          ;RJ;ALGODAO EM PLUMA                        ;4586; 003;3º LEV              ;0;0;0
2022/23             ;UNICA          ;RJ;ALGODAO EM PLUMA                        ;4586; 004;4º LEV              ;0;0;0
2022/23             ;UNICA          ;RJ;ALGODAO EM PLUMA                        ;4586; 005;5º LEV              ;0;0;0
2022/23             ;UNICA          ;RJ;ALGODAO EM PLUMA                        ;4586; 006;6º LEV              ;0;0;0
2022/23             ;UNICA          ;RJ;ALGODAO EM PLUMA                        ;4586; 007;7º LEV              ;0;0;0
2022/23             ;UNICA          ;RJ;ALGODAO EM PLUMA                        ;4586; 008;8º LEV              ;0;0;0
2022/23             ;UNICA          ;RJ;ALGODAO EM PLUMA                        ;4586; 009;9º LEV              ;0;0;0
2022/23             ;UNICA          ;RN;ALGODAO EM PLUMA                        ;4586; 010;10º LEV             ;0.7;0.5;0.7
2022/23             ;UNICA          ;RN;ALGODAO EM PLUMA                        ;4586; 011;11º LEV             ;0.7;0.5;0.7
2022/23             ;UNICA          ;RN;ALGODAO EM PLUMA                        ;4586; 012;12º LEV             ;0.7;0.5;0.7
2022/23             ;UNICA          ;RN;ALGODAO EM PLUMA                        ;4586; 001;1º LEV              ;0.3;0.4;1.3
2022/23             ;UNICA          ;RN;ALGODAO EM PLUMA                        ;4586; 002;2º LEV              ;0.3;0.4;1.3
2022/23             ;UNICA          ;RN;ALGODAO EM PLUMA                        ;4586; 003;3º LEV              ;0.3;0.4;1.3
2022/23             ;UNICA          ;RN;ALGODAO EM PLUMA                        ;4586; 004;4º LEV              ;0.3;0.4;1.3
2022/23             ;UNICA          ;RN;ALGODAO EM PLUMA                        ;4586; 005;5º LEV              ;0.3;0.4;1.3
2022/23             ;UNICA          ;RN;ALGODAO EM PLUMA                        ;4586; 006;6º LEV              ;0.3;0.4;1.3
2022/23             ;UNICA          ;RN;ALGODAO EM PLUMA                        ;4586; 007;7º LEV              ;0.5;0.5;1
2022/23             ;UNICA          ;RN;ALGODAO EM PLUMA                        ;4586; 008;8º LEV              ;0.5;0.5;1
2022/23             ;UNICA          ;RN;ALGODAO EM PLUMA                        ;4586; 009;9º LEV              ;0.7;0.5;0.7
2022/23             ;UNICA          ;RO;ALGODAO EM PLUMA                        ;4586; 010;10º LEV             ;9.1;13.8;1.5
2022/23             ;UNICA          ;RO;ALGODAO EM PLUMA                        ;4586; 011;11º LEV             ;9.1;13.8;1.5
2022/23             ;UNICA          ;RO;ALGODAO EM PLUMA                        ;4586; 012;12º LEV             ;9.1;13.8;1.5
2022/23             ;UNICA          ;RO;ALGODAO EM PLUMA                        ;4586; 001;1º LEV              ;8.1;12;1.5
2022/23             ;UNICA          ;RO;ALGODAO EM PLUMA                        ;4586; 002;2º LEV              ;8.1;12;1.5
2022/23             ;UNICA          ;RO;ALGODAO EM PLUMA                        ;4586; 003;3º LEV              ;8.1;12;1.5
2022/23             ;UNICA          ;RO;ALGODAO EM PLUMA                        ;4586; 004;4º LEV              ;8.1;12;1.5
2022/23             ;UNICA          ;RO;ALGODAO EM PLUMA                        ;4586; 005;5º LEV              ;9.1;13.5;1.5
2022/23             ;UNICA          ;RO;ALGODAO EM PLUMA                        ;4586; 006;6º LEV              ;9.1;13.5;1.5
